Name,College,POS,Height (in),Weight (lbs),40 Yrd Dash,Bench Press,Vert Leap (in),Broad Jump (in),Shuttle,3Cone,Drafted?
Markus Curry,Michigan,CB,71,181,4.59,12,35,117,3.89,7.04,0
Harvey Dahl,Nevada,OT,78,299,5.42,17,27,99,4.6,8.16,0
Chauncey Davis,Florida State,DE,74,273,4.8,22,37,118,4.44,7.66,0
Joel Dreessen,Colorado State,TE,76,260,4.72,22,36,113,4.05,7.1,0
Adell Duckett,Texas Tech,DE,76,270,4.93,14,34.5,105,4.35,7.75,0
Kevin Dudley,Michigan,FB,73,238,4.91,19,30,109,4.58,7.27,0
Atiyyah Ellison,Missouri,DT,76,305,5.07,25,27.5,103,4.83,8.01,0
Liam Ezekiel,Northeastern,ILB,73,249,4.81,36,34.5,118,4.12,7.29,0
Diamond Ferri,Syracuse,SS,70,223,4.59,20,35.5,111,4.16,7.16,0
Alfred Fincher,Connecticut,ILB,74,238,4.68,25,31.5,112,4.48,7.7,0
Domonique Foxworth,Maryland,CB,71,184,4.34,14,41,125,3.89,6.78,0
Aaron Francisco,BYU,FS,74,211,4.74,17,35,113,4.13,6.98,0
Simon Fraser,Ohio State,DE,78,288,5,23,28,106,4.43,7.54,0
Andre Frazier,Cincinnati,DE,77,234,4.66,19,38,124,4.12,7.09,0
Lionel Gates,Louisville,RB,73,222,4.6,23,36,121,4.12,7.17,0
Justin Geisinger,Vanderbilt,OT,76,322,5.38,34,25,95,4.62,7.87,0
Eric Ghiaciuc,Central Michigan,C,76,302,5.09,30,32,105,4.64,7.87,0
Johnathan Goddard,Marshall,OLB,73,238,4.67,27,35,107,4.19,7.49,0
Ryan Grant,Notre Dame,RB,73,215,4.43,17,33.5,115,4.14,7.1,0
Justin Green,Montana,FB,73,242,4.84,23,31,109,4.22,7.26,0
Kelly Griffeth,Fort Hays State (KS),TE,77,284,4.9,21,28,103,4.33,7.26,0
Tyjuan Hagler,Cincinnati,OLB,73,236,4.59,35,35.5,124,4.13,7.21,0
Geoff Hangartner,Texas A&M,C,77,301,5.21,26,28.5,103,4.57,7.62,0
Jason Harmon,Michigan State,FS,73,209,4.7,23,37,118,4.11,7.61,0
Marques Harris,Southern Utah,OLB,73,231,4.71,22,40.5,117,4.07,7.2,0
Anttaj Hawthorne,Wisconsin,DT,76,325,5.23,21,27,100,4.72,8,0
Kelvin Hayden,Illinois,CB,71,197,4.45,17,34,111,3.9,6.87,0
Jovan Haye,Vanderbilt,DE,74,284,4.74,33,34,110,4.38,7.4,0
Madison Hedgecock,North Carolina,FB,75,266,4.87,29,32.5,108,4.26,7.42,0
Noah Herron,Northwestern,RB,71,200,4.6,17,31,108,4.03,6.96,0
Leroy Hill,Clemson,ILB,73,229,4.65,25,34,116,4.11,7.23,0
Ellis Hobbs,Iowa State,CB,69,192,4.45,12,42,124,4.07,6.8,0
Daven Holly,Cincinnati,CB,71,192,4.39,15,39,115,4.08,7.16,0
Rob Hunt,North Dakota State,C,76,301,4.96,31,34.5,108,4.5,7.54,0
Marlin Jackson,Michigan,CB,73,198,4.52,23,36,125,3.96,6.95,0
Tony Jackson,Iowa,TE,74,266,4.75,23,33,113,4.52,7.52,0
Brandon Jacobs,Southern Illinois,RB,76,267,4.56,19,37,118,4.49,7.54,0
Marcus Johnson,Mississippi,OG,79,321,5.45,21,27.5,104,4.75,7.73,0
Keith Joseph,Texas A&M,FB,74,250,4.68,27,33,113,4.2,7.43,0
Dave Kashetta,Boston College,TE,76,247,4.87,17,35.5,113,4.36,7.34,0
Chris Kemoeatu,Utah,OG,76,344,5.34,26,29,98,4.57,7.75,0
Adam Kieft,Central Michigan,OT,79,337,5.52,28,33,110,4.77,7.8,0
Tyler King,Connecticut,DE,78,271,4.87,20,36,118,4.35,7.58,0
Marcus Lawrence,South Carolina,ILB,74,243,4.62,19,34,121,4.35,7.18,0
Khari Long,Baylor,DE,76,257,4.74,27,38.5,121,4.09,7.23,0
Daniel Loper,Texas Tech,OT,78,306,5.3,14,32,101,4.69,7.76,0
Logan Mankins,Fresno State,OG,76,307,5.06,21,31.5,95,4.45,7.54,0
Evan Mathis,Alabama,OG,77,304,4.92,35,35.5,117,4.16,7.39,0
Lynn McGruder,Oklahoma,DT,74,303,5.01,28,35.5,112,4.43,7.71,0
Chris McKenzie,Arizona State,CB,69,185,4.32,6,45,136,4.32,6.9,0
T.A. McLendon,North Carolina State,RB,70,235,4.71,27,35,117,4.27,7.35,0
Pete McMahon,Iowa,OT,80,329,5.43,26,27,92,4.8,7.98,0
David McMillan,Kansas,DE,75,262,4.58,16,34,120,4.08,7.11,0
Adrian McPherson,Florida State,QB,76,218,4.71,22,34.5,128,4.12,6.94,0
Albert Means,Memphis,DT,76,318,5.4,26,27,96,4.91,8.21,0
Ryan Moats,Louisiana Tech,RB,68,210,4.46,19,36,117,4.11,7.22,0
Mike Montgomery,Texas A&M,DE,77,276,5.05,19,34.5,115,4.33,7.39,0
Eric Moore,Florida State,DE,76,262,4.84,22,29.5,108,4.57,7.62,0
C.J. Mosley,Missouri,DT,74,312,5.08,27,27.5,100,4.65,8.21,0
Doug Nienhuis,Oregon State,OG,78,307,5.15,22,29.5,99,4.52,7.53,0
Frank Omiyale,Tennessee Tech,OT,76,310,5.3,22,29.5,101,4.72,8.22,0
Chad Owens,Hawaii,WR,68,183,4.62,23,37,116,3.95,6.71,0
Jeremy Parquet,Southern Mississippi,OT,79,323,5.31,17,29.5,94,4.9,7.97,0
Martin Patterson,Texas Christian,ILB,74,243,4.89,21,34,115,4.21,7.33,0
Karl Paymah,Washington State,CB,73,204,4.35,15,41.5,125,3.91,7.09,0
Alvin Pearman,Virginia,RB,70,208,4.63,24,34,114,4.1,7.07,0
Antonio Perkins,Oklahoma,CB,71,190,4.49,10,40,126,4.07,7.17,0
Kenneth Pettway,Grambling State (LA),OLB,75,234,4.69,22,32.5,114,4.36,7.29,0
David Pollack,Georgia,DE,74,265,4.75,25,37,120,3.94,6.87,0
Jonathan Pollard,Oregon State,OLB,73,247,4.68,21,35,116,4.08,7.42,0
Brady Poppinga,BYU,DE,75,259,4.59,26,35.5,110,4.39,7.29,0
Sione Pouha,Utah,DT,76,325,5.02,32,32.5,107,4.49,7.84,0
Duke Preston,Illinois,C,77,311,,21,32,96,4.53,7.58,0
Bobby Purify,Colorado,RB,73,212,4.67,15,33.5,116,4.17,7.22,0
Jamaica Rector,Northwest Missouri State,WR,70,186,4.47,17,36.5,122,4.14,6.8,0
Lamont Reid,North Carolina State,CB,71,195,4.53,15,40.5,124,4.28,7.18,0
Walter Reyes,Syracuse,RB,70,209,4.52,16,32,109,4.39,7.24,0
Kerry Rhodes,Louisville,FS,75,209,4.56,12,42,123,4.17,6.94,0
Derreck Robinson,Iowa,DT,76,289,,27,34.5,114,4.53,7.97,0
Leon Robinson,Georgia Tech,OG,76,314,5.22,22,36,109,4.76,8.28,0
Carlos Rogers,Auburn,CB,73,196,4.44,15,40.5,126,3.82,6.48,0
Michael Roos,Eastern Washington,OT,79,320,5.3,19,29,97,4.52,7.73,0
Matt Roth,Iowa,DE,76,278,4.81,26,32,112,4.36,7.65,0
Barrett Ruud,Nebraska,ILB,75,241,4.75,25,34.5,112,4,7.22,0
Bo Scaife,Texas,TE,75,249,4.75,24,32.5,114,4.14,7.21,0
Adam Seward,UNLV,ILB,74,248,4.6,33,36.5,120,4.11,7.17,0
Darrell Shropshire,South Carolina,DT,74,301,4.87,25,34,116,4.34,7.55,0
Wes Sims,Oklahoma,OT,77,318,5.39,26,28,108,4.45,7.7,0
Adam Snyder,Oregon,OG,78,316,5.34,21,28.5,93,4.86,7.85,0
Chris Spencer,Mississippi,C,75,309,5.21,26,32,105,4.61,8.07,0
Darren Sproles,Kansas State,RB,66,187,4.47,23,33,105,3.96,6.96,0
Scott Starks,Wisconsin,CB,69,172,4.37,13,43,137,3.9,6.99,0
Bill Swancutt,Oregon State,DE,76,270,5,23,34,113,4.24,7.36,0
Lofa Tatupu,Southern California,ILB,73,238,4.83,23,35,113,4.21,7.32,0
Claude Terrell,New Mexico,OG,74,343,5.42,27,24.5,89,4.81,8.19,0
Benard Thomas,Nebraska,DE,76,269,4.9,27,30,108,4.34,8.24,0
Zach Tuiasosopo,Washington,FB,74,246,5,19,25.5,100,4.7,7.58,0
Marviel Underwood,San Diego State,FS,70,197,4.45,19,38,118,4.22,7.12,0
Jimmy Verdon,Arizona State,DE,75,280,5.02,18,29.5,105,4.53,7.89,0
Cameron Wake,Penn State,OLB,75,236,4.65,20,45.5,130,4.13,7.12,0
DeMarcus Ware,Troy,OLB,76,251,4.56,27,38.5,122,4.07,6.85,0
Marquis Weeks,Virginia,SS,71,216,4.56,23,36.5,120,3.93,7.47,0
Jonathan Welsh,Wisconsin,OLB,75,245,4.61,19,40.5,130,4.22,7.84,0
Sam Wilder,Colorado,OT,77,302,5.31,23,26.5,102,4.52,7.44,0
Carnell Williams,Auburn,RB,71,217,4.43,19,35.5,118,4.17,6.95,0
Cedrick Williams,Kansas State,CB,70,168,4.5,13,35,121,4.22,7.24,0
Darrent Williams,Oklahoma State,CB,69,176,4.3,16,39,124,3.96,6.97,0
Jerron Wishom,Louisiana Tech,CB,73,193,4.5,18,38,118,4.07,6.81,0
Scott Young,BYU,OG,76,312,5.08,43,35,115,4.4,7.48,0
Jared Allen,Idaho State,DE,78,265,4.72,13,33,120,4.34,7.11,0
Marcell Allmond,Southern California,CB,73,209,4.59,21,38,123,4.34,7.37,0
Courtney Anderson,San Jose State,TE,78,269,4.89,17,30,106,4.54,7.86,0
Shawn Andrews,Arkansas,OT,76,366,5.49,27,25,98,4.93,8.26,0
Stacy Andrews,Mississippi,OT,78,342,5.07,34,30.5,106,4.81,8.11,0
Matthias Askew,Michigan State,DT,78,308,5.2,20,27,101,4.42,7.55,0
Jason Babin,Western Michigan,DE,75,260,4.62,28,34,121,4.14,7.03,0
Rashad Baker,Tennessee,FS,71,204,4.5,21,36,117,4.15,7.21,0
Ryon Bingham,Nebraska,DT,76,303,5.09,33,30,109,4.38,7.44,0
Colby Bockwoldt,BYU,OLB,74,230,4.6,14,34,112,4.07,7.12,0
Jon Bradley,Arkansas State,DT,73,306,5.09,19,26.5,104,4.85,7.88,0
Rufus Brown,Florida State,CB,69,187,4.43,15,33,124,4.44,7.24,0
Tony Bua,Arkansas,SS,71,209,4.67,15,36,120,4.1,6.76,0
Sean Bubin,Illinois,OT,79,306,5.32,25,24.5,97,4.78,7.68,0
Darrell Campbell,Notre Dame,DT,76,302,5.18,25,33,111,4.66,7.63,0
Jordan Carstens,Iowa State,DT,78,305,5,28,28.5,106,4.8,8.35,0
Marko Cavka,Sacramento State (CA),OT,79,294,5.17,27,27.5,107,4.4,7.57,0
Kirk Chambers,Stanford,OT,79,313,5.44,22,27,101,4.51,7.58,0
Tyson Clabo,Wake Forest,OG,79,317,5.51,24,30,100,4.9,8.1,0
Erik Coleman,Washington State,FS,71,200,4.64,16,35.5,117,4.14,7.05,0
Chris Cooley,Utah State,TE,76,262,4.87,22,33,115,4.19,7.22,0
Marquis Cooper,Washington,OLB,75,223,4.55,25,36.5,121,4.14,7.02,0
Trey Darilek,Texas-El Paso,OG,76,301,5.23,22,28.5,110,4.66,7.85,0
Josh Davis,Nebraska,RB,71,200,4.54,13,33.5,112,4.1,7.29,0
Curtis DeLoatch,North Carolina A&T,CB,75,214,4.5,10,35.5,120,4.42,6.97,0
Nat Dorsey,Georgia Tech,OT,79,322,5.46,26,28.5,102,4.89,8.3,0
Khiawatha Downey,Indiana (PA),OG,76,332,5.5,21,26.5,98,4.83,8.03,0
Vontez Duff,Notre Dame,CB,71,203,4.53,13,35,120,4.03,6.94,0
Jeff Dugan,Maryland,TE,77,263,5,21,28,109,4.4,7.43,0
Dwan Edwards,Oregon State,DT,75,313,5.12,25,28,105,4.68,7.59,0
DeAndre Eiland,South Carolina,FS,73,202,4.51,17,35,113,4.28,7.2,0
Kevin Emanuel,Florida State,DE,76,251,4.84,21,31,108,4.49,7.86,0
Tim Euhus,Oregon State,TE,77,249,4.93,25,34.5,115,4.13,6.99,0
Clarence Farmer,Arizona,RB,73,231,4.68,25,34.5,120,4.27,7.45,0
JohnPaul Foschi,Georgia Tech,TE,76,266,5.01,24,30.5,111,4.45,7.52,0
Ryan Fowler,Duke,ILB,75,250,4.8,35,37.5,118,4.19,7.2,0
Michael Gaines,Central Florida,TE,74,275,5.06,18,33,109,4.2,7.46,0
Robert Gallery,Iowa,OT,79,323,4.98,24,30,105,4.39,7.43,0
Rich Gardner,Penn State,CB,71,199,4.46,11,36.5,123,3.91,6.91,0
Ronnie Ghent,Louisville,TE,75,248,5.02,11,27.5,103,4.55,7.47,0
Roderick Green,Central Missouri,DE,74,245,4.7,21,34.5,129,4.04,7.26,0
Rex Hadnot,Houston,C,74,323,5.5,27,24.5,91,4.76,7.97,0
Antonio Hall,Kentucky,OG,76,317,5.54,27,26.5,101,4.56,8.15,0
Nick Hardwick,Purdue,C,76,295,5.2,27,34,108,4.64,7.84,0
Claude Harriott,Pittsburgh,DE,76,252,4.69,25,30.5,118,4.25,7.44,0
Ben Hartsock,Ohio State,TE,76,263,4.8,23,35,117,4.03,7.11,0
Joseph Hayes,San Jose State,OG,77,311,5.67,18,23,94,5.18,8.27,0
Bryan Hickman,Kansas State,OLB,73,231,4.68,26,32.5,106,4.04,7.31,0
Cedric Hilliard,Notre Dame,DT,73,307,5.17,26,29,110,4.79,8.25,0
Isaac Hilton,Hampton,DE,76,267,4.57,31,36.5,123,4.48,7.99,0
Von Hutchins,Mississippi,CB,70,185,4.46,11,34.5,115,4.06,7.05,0
Landon Johnson,Purdue,OLB,74,223,4.65,20,37.5,120,4.08,7.01,0
Spencer Johnson,Auburn,DT,75,286,5.06,19,30,111,4.53,7.78,0
Tank Johnson,Washington,DT,75,304,4.69,31,34,114,4.6,7.56,0
Trevor Johnson,Nebraska,DE,77,259,4.8,23,35.5,110,4.08,7.06,0
Adrian Jones,Kansas,OT,76,296,4.97,27,31,114,4.6,7.81,0
Maurice Jones,South Florida,OLB,73,249,4.71,26,35.5,118,4.21,7.17,0
Tommy Kelly,Mississippi State,DE,78,294,4.87,24,25,105,4.45,7.79,0
Travis Laboy,Hawaii,DE,75,263,4.69,35,35.5,126,4.07,7.01,0
Nate Lawrie,Yale,TE,78,264,4.87,23,34,117,4.12,6.71,0
Nick Leckey,Kansas State,C,75,290,5.26,18,27,97,4.53,7.72,0
Teddy Lehman,Oklahoma,OLB,74,240,4.55,26,34.5,113,4.06,6.95,0
Brad Lekkerkerker,Cal Davis,OT,79,317,5.36,23,27.5,102,4.73,7.95,0
Alex Lewis,Wisconsin,OLB,73,228,4.78,25,34.5,121,4.31,7.06,0
Keith Lewis,Oregon,FS,73,202,4.6,11,37,121,4.08,7.28,0
Sean Locklear,North Carolina State,OG,76,308,5.16,27,29,100,4.61,7.86,0
Sean McHugh,Penn State,TE,77,264,4.92,18,29,115,4.09,7.37,0
Caleb Miller,Arkansas,ILB,75,224,4.66,23,34.5,120,3.95,6.85,0
Jim Molinaro,Notre Dame,OT,78,308,5.09,21,29.5,105,4.64,7.77,0
Gabe Nyenhuis,Colorado,DE,75,269,4.74,25,39,124,4.03,6.92,0
Antwan Odom,Alabama,DE,78,274,4.71,21,37,114,4.44,7.3,0
Igor Olshansky,Oregon,DT,77,315,4.96,41,33.5,110,4.41,7.61,0
Tony Pape,Michigan,OT,78,324,5.36,26,27,97,4.6,8.02,0
Arnold Parker,Utah,SS,74,214,4.54,18,35.5,120,4.12,6.98,0
Josh Parrish,Washington State,OT,78,337,5.41,20,28,104,4.63,8.27,0
Stephen Peterman,Louisiana State,OG,76,312,5.46,23,24.5,95,4.69,7.9,0
Jason Peters,Arkansas,TE,77,328,4.93,21,29,115,4.79,7.72,0
Brett Pierce,Stanford,TE,78,250,4.95,19,27,103,4.39,7.15,0
Lousaka Polite,Pittsburgh,FB,73,246,4.68,28,32,117,4.19,7.45,0
Chad Pugh,Texas Christian,DT,75,321,5.38,19,25,98,4.92,8.18,0
Alan Reuber,Texas A&M,OG,78,314,5.49,26,29,98,5,7.96,0
Brian Rimpf,East Carolina,OT,78,315,5.41,31,28,105,4.66,7.98,0
Constantin Ritzmann,Tennessee,DE,75,259,4.97,24,29,108,4.48,7.39,0
Dunta Robinson,South Carolina,CB,71,186,4.34,15,36,120,3.75,6.97,0
Fred Russell,Iowa,RB,67,195,4.5,21,34,121,4.32,7.11,0
Bob Sanders,Iowa,SS,69,204,4.35,15,41.5,128,3.95,6.7,0
Bo Schobel,Texas Christian,DE,77,271,4.8,25,32.5,109,4.38,6.94,0
Stuart Schweigert,Purdue,FS,74,218,4.47,18,38,124,3.91,6.68,0
Jake Scott,Idaho,OT,77,281,5.06,24,34.5,110,4.69,7.96,0
Josh Sewell,Nebraska,C,74,301,5.06,30,30,99,4.26,7.54,0
Andrew Shull,Kansas State,DE,77,265,4.9,16,30.5,107,4.28,7.46,0
Junior Siavii,Oregon,DT,77,344,5.16,31,24.5,93,4.84,7.93,0
Justin Smiley,Alabama,OG,75,302,5.07,19,32,111,4.5,7.74,0
Chris Snee,Boston College,OG,75,314,5.1,29,30.5,104,4.67,7.75,0
Shannon Snell,Florida,OG,77,316,5.82,21,25.5,93,4.94,8.39,0
Isaac Sopoaga,Hawaii,DT,74,317,4.97,42,30.5,99,4.66,7.79,0
Cody Spencer,North Texas,ILB,75,242,4.65,27,34.5,116,4.11,6.96,0
Max Starks,Florida,OT,79,337,5.43,21,27.5,98,4.72,7.89,0
Thomas Tapeh,Minnesota,FB,74,245,4.8,23,32.5,114,4.62,7.66,0
Craig Terrill,Purdue,DT,75,290,5.21,28,26.5,100,4.1,7.39,0
Jeb Terry,North Carolina,OG,77,313,5.2,27,29,105,5,8.04,0
Joey Thomas,Montana State,CB,73,195,4.44,17,38.5,122,3.88,6.82,0
Chris Thompson,Nicholls State,CB,73,189,4.5,12,35,117,4.14,7.09,1
Reggie Torbor,Auburn,DE,74,254,4.65,16,34,120,4.46,7.48,0
Sean Tufts,Colorado,OLB,76,242,4.61,21,34.5,118,3.95,6.96,0
Michael Turner,Northern Illinois,RB,71,237,4.49,22,31,114,4.21,7.54,0
Khaleed Vaughn,Clemson,DE,77,281,5,14,31.5,113,4.35,7.38,0
Michael Waddell,North Carolina,CB,71,187,4.31,14,37.5,121,4.03,6.84,0
Alex Wade,Duke,FB,73,248,4.97,22,32.5,114,4.44,7.55,0
Mike Walker,Minnesota-Morris,TE,76,254,4.84,19,30,106,4.36,7.53,0
Donnell Washington,Clemson,DT,78,332,5,34,31,109,4.88,7.8,0
Rashad Washington,Kansas State,FS,74,223,4.61,14,34,116,4.08,7.08,0
Ben Watson,Georgia,TE,76,258,4.57,34,35.5,123,4.15,7.39,0
Courtney Watson,Notre Dame,OLB,74,238,4.56,22,36.5,114,4.37,7.4,0
Scott Wells,Tennessee,C,74,300,5.3,31,31,109,4.4,7.56,0
Demorrio Williams,Nebraska,OLB,73,232,4.52,16,37,125,4.14,7.05,0
Quintin Williams,Wake Forest,FS,73,204,4.6,21,37,122,4.11,7.28,0
Shaud Williams,Alabama,RB,68,193,4.73,15,34,114,4.16,7.02,0
Kris Wilson,Pittsburgh,TE,74,248,4.62,24,35,119,4.13,6.89,0
Mark Wilson,California,OT,79,314,5.36,24,28.5,108,4.5,7.54,0
Quincy Wilson,West Virginia,RB,70,225,4.6,26,33.5,118,4.38,7.69,0
Travis Wilson,Kansas State,FB,76,256,4.89,25,33,109,4.38,7.58,0
Renaldo Works,Oklahoma,RB,73,216,4.7,21,30.5,115,4.09,7.26,0
Dexter Wynn,Colorado State,CB,69,175,4.49,13,39,123,3.9,6.7,0
Khalid Abdullah,Mars Hill,OLB,74,227,4.61,26,36.5,126,4.25,7.13,0
Rod Babers,Texas,CB,69,192,4.43,15,37,127,4.07,6.83,0
Nick Barnett,Oregon State,OLB,74,236,4.67,32,34.5,123,4.08,7,0
Solomon Bates,Arizona State,ILB,74,243,4.89,19,30,112,4.34,7.23,0
Tyler Brayton,Colorado,DE,78,277,4.73,25,34,116,4.31,7.14,0
Jeremy Bridges,Southern Mississippi,OG,76,301,5.38,25,28.5,96,4.77,8.12,0
Lucas Brigman,Nebraska-Omaha,C,73,308,5.3,26,27,101,4.67,7.99,0
Chris Brown,Hawaii,FS,73,195,4.59,15,35.5,126,4.13,7.05,0
Nick Burley,Fresno State,DE,76,243,4.83,26,32,108,4.57,7.73,0
Curry Burns,Louisville,SS,73,216,4.56,19,36,120,4.16,7.04,0
Kerry Carter,Stanford,RB,74,238,4.61,20,36,118,4.39,7.29,0
Avon Cobourne,West Virginia,RB,68,205,4.7,21,31.5,112,4.18,7.21,0
Colin Cole,Iowa,DT,74,309,5.22,29,31,103,4.75,7.85,0
Dan Curley,Eastern Washington,TE,76,254,4.63,17,35.5,118,4.53,7.47,0
Chris Davis,Syracuse,FB,73,235,4.56,21,38.5,116,4.37,7.25,0
Domanick Davis,Louisiana State,RB,69,213,4.58,22,32.5,112,4.47,7.32,0
Enoch DeMar,Indiana,OG,76,334,5.63,22,22.5,90,5.1,8.35,0
Dahrran Diedrick,Nebraska,RB,73,228,4.62,19,37,117,4.44,7.32,0
David Diehl,Illinois,OG,78,310,5.26,22,28,96,4.97,8.1,0
Brandon Drumm,Colorado,FB,74,233,4.71,21,32.5,113,4.29,7.18,0
Anthony Floyd,Louisville,FS,70,202,4.6,19,33.5,117,4.2,7.09,0
Lawrence Flugence,Texas Tech,ILB,73,239,4.87,23,34,106,4.36,7.4,0
Makoa Freitas,Arizona,OG,76,307,5.05,36,24.5,95,4.92,8.24,0
Jason Goss,Texas Christian,CB,70,183,4.58,15,32.5,117,4.31,7.46,0
Brandon Green,Rice,DE,75,267,4.78,19,32,105,4.32,7.23,0
Justin Griffith,Mississippi State,FB,71,232,4.59,29,32,113,4.68,7.73,0
DeJuan Groce,Nebraska,CB,70,192,4.49,18,36,118,4,6.82,0
Jordan Gross,Utah,OT,77,300,5.05,28,31.5,112,4.39,7.69,0
Mario Haggan,Mississippi State,ILB,75,252,4.88,21,33,110,4.46,7.55,0
Ken Hamlin,Arkansas,FS,75,209,4.61,16,33,117,3.92,6.8,0
Byron Hardmon,Florida,ILB,73,232,4.76,17,32.5,115,4.41,7.55,0
Dwone Hicks,Middle Tennessee St,RB,70,222,4.6,29,34,115,4.42,7.38,0
Zach Hilton,North Carolina,TE,80,267,4.83,24,35,112,4.33,7.26,0
Victor Hobson,Michigan,ILB,73,252,4.86,29,33,117,4.33,7.26,0
Terrence Holt,North Carolina State,FS,74,208,4.63,13,34.5,122,4.03,6.99,0
Raymond House,Arkansas,DE,75,277,5.08,20,32,120,4.36,7.55,0
Aaron Hunt,Texas Tech,DE,75,262,4.86,24,30,106,4.52,7.68,0
Wayne Hunter,Hawaii,OT,78,303,5.08,37,31,104,4.57,7.72,0
Alonzo Jackson,Florida State,DE,76,266,4.86,14,37,114,4.5,7.69,0
Jason Jimenez,Southern Mississippi,OT,79,311,5.26,18,30,96,4.69,8.47,0
Garry Johnson,Arkansas State,OT,76,289,5.28,17,24.5,97,4.89,8.27,0
Jarret Johnson,Alabama,DT,75,284,5.07,21,28.5,107,4.58,7.72,0
Robert Johnson,Auburn,TE,78,278,4.96,18,33.5,115,4.47,7.15,1
Todd Johnson,Florida,FS,73,206,4.56,19,33.5,117,4.19,7.01,0
Terrence Kiel,Texas A&M,SS,71,204,4.46,16,38,127,3.96,6.88,0
Austin King,Northwestern,C,76,299,5.42,20,28,106,4.73,7.99,0
Kenny King,Alabama,DE,75,281,4.95,25,35,114,4.37,7.5,0
Dan Klecko,Temple,DT,73,283,4.94,26,33.5,111,4.43,7.52,0
Scott Kooistra,North Carolina State,OT,78,316,5.14,28,31,103,4.62,7.95,0
Dan Koppen,Boston College,C,76,297,5.43,27,28.5,101,4.56,8.26,0
Damian Lavergne,Louisiana Tech,OT,78,333,5.57,17,27,92,4.86,8.44,0
Donald Lee,Mississippi State,TE,75,249,4.82,26,39,120,4.42,7.42,0
James Lee,Oregon State,DT,77,327,4.98,23,30,106,4.69,7.78,0
Mike Lehan,Minnesota,CB,73,196,4.45,13,34.5,119,4.15,6.95,0
Norman LeJeune,Louisiana State,SS,73,200,4.65,11,33.5,115,4.21,7.42,0
Matt Leonard,Stanford,DT,75,305,4.97,30,26,95,4.56,7.53,0
Tom Lopienski,Notre Dame,FB,73,246,4.75,24,34,111,4.24,7.53,0
Pete Lougheed,Purdue,OT,77,300,5.16,20,28.5,93,4.51,7.86,0
Jeremy Loyd,Iowa State,OLB,74,235,4.64,17,34,114,4.15,6.9,0
Nick Maddox,Florida State,RB,71,211,4.65,18,33.5,115,4.5,7.33,0
Sean Mahan,Notre Dame,OG,75,301,5.14,30,30,105,4.77,7.75,0
Eric Manning,Oregon State,DT,73,303,5.05,26,28.5,107,4.66,7.77,0
Ricky Manning,UCLA,CB,69,185,4.52,12,36.5,117,4.17,7.11,0
Vince Manuwai,Hawaii,OG,74,304,5.06,27,29.5,107,4.4,7.59,0
Rashean Mathis,Bethune-Cookman,FS,73,202,4.45,22,38.5,123,4.17,7.09,0
Terrence McGee,Northwestern State (LA),CB,70,201,4.57,15,37,126,4.09,6.88,0
Hanik Milligan,Houston,FS,75,201,4.52,9,36.5,130,4.18,7.11,0
Clint Mitchell,Florida,DE,79,257,4.93,16,34.5,115,4.39,7.36,0
Kawika Mitchell,South Florida,ILB,73,253,4.69,25,37,117,4.24,7.32,0
Casey Moore,Stanford,FB,74,240,4.65,22,32.5,114,4.26,7.29,0
Langston Moore,South Carolina,DT,73,303,5.04,29,32,104,4.29,7.64,0
Kindal Moorehead,Alabama,DE,75,285,5,22,32,104,4.57,7.71,0
Spencer Nead,BYU,TE,77,259,4.86,19,28.5,102,4.34,7.37,0
Terence Newman,Kansas State,CB,71,189,4.37,10,41,136,3.83,6.88,0
Donnie Nickey,Ohio State,FS,74,220,4.65,17,33.5,119,4.16,7.08,0
Lance Nimmo,West Virginia,OT,77,303,5.28,20,27,90,4.96,8.21,0
Will Ofenheusle,Tennessee,OT,79,308,5.35,23,26.5,94,5.03,8.65,0
Derek Pagel,Iowa,FS,73,208,4.57,25,35.5,115,4.08,6.87,0
Antwan Peek,Cincinnati,OLB,75,246,4.65,21,37,125,4.35,7.07,0
Willie Pile,Virginia Tech,FS,74,206,4.57,14,38,125,4.21,6.77,0
Tim Provost,San Jose State,OT,77,301,5.23,21,28.5,102,4.7,8.38,0
Gabe Reid,BYU,TE,76,255,4.82,23,37,119,4.32,7.49,0
Terrell Roberts,Oregon State,CB,69,203,4.63,18,34,117,4.26,7.12,0
Terrence Robinson,Oklahoma State,ILB,73,240,4.95,19,33.5,116,4.36,7.62,0
Brett Romberg,Miami,C,74,295,5.2,27,27.5,99,4.65,8.16,0
Dustin Rykert,BYU,OT,79,327,5.42,21,26.5,92,4.87,8.2,0
Asante Samuel,Central Florida,CB,71,185,4.49,9,35.5,120,4.14,6.95,0
Antwoine Sanders,Utah,FS,74,202,4.54,14,37.5,128,4.45,7.44,0
Watts Sanderson,South Carolina,OT,77,303,5.37,24,28.5,100,4.94,8.48,0
Greg Schindler,Stanford,OG,77,307,5.09,18,30.5,94,5.13,8.56,0
Steve Sciullo,Marshall,OT,77,330,5.48,23,28,98,4.72,7.85,0
Ian Scott,Florida,DT,75,312,5.16,28,28.5,99,5,8.12,0
Chad Setterstrom,Northern Iowa,OG,75,309,5.44,16,28.5,99,4.66,7.93,0
Scott Shanle,Nebraska,OLB,74,245,4.72,20,31,111,4.32,7.27,0
Visanthe Shiancoe,Morgan State (MD),TE,77,251,4.65,28,39.5,120,4.31,7.09,0
L.J. Smith,Rutgers,TE,75,258,4.62,26,37,122,4.25,6.74,0
